	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	virsorter_category	auxiliary_score	is_transposon	amg_flags
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_3	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	3	657	1121	-1	C		kpo:KPN2242_25961  hypothetical protein	False	0.969	302.0	3.035e-92												0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_4	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	4	1169	1411	-1	C		kpe:KPK_A0011  hypothetical protein	False	0.935	159.0	3.962e-44												0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_5	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	5	1398	2006	-1	C		ecv:APECO1_O1R47  hypothetical protein	False	0.313	95.0	9.476000000000001e-20												0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_6	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	6	1999	2217	-1	E																		0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_7	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	7	2362	2901	-1	C		sex:STBHUCCB_p180  hypothetical protein	False	0.271	62.0	1.256e-08												0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2_8	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_129360_133739_18__full-cat_2	8	2970	4214	-1	A		koe:A225_R1p0820  hypothetical protein	True	0.908	785.0	2.168e-254	YP_009222801.1	YP_009222801.1 DNA primase [Pseudomonas phage PS-1]	False	0.187	70.0	1.362e-11	Toprim domain [PF13362.6]		REFSEQ	Xu	REFSEQ DNA primase; Xu	0								1	5	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_1	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	1	107	358	1	C		esm:O3M_10270  hypothetical protein	False	0.735	111.0	2.748e-27	YP_007112104.1	YP_007112104.1 hypothetical protein mEp460_030 [Enterobacteria phage mEp460]	False	0.714	108.0	1.144e-27			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								2	5	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	2	524	742	1	C		ctu:CTU_11230  hypothetical protein	False	0.702	93.0	3.482e-21	YP_009614603.1	YP_009614603.1 hypothetical protein AEPG_00007 [Aeromonas phage pIS4-A]	False	0.728	100.0	3.804e-25			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								2	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_3	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	3	835	1332	1	C		esm:O3M_25719  hypothetical protein	False	0.653	156.0	2.509e-41	YP_009111188.1	YP_009111188.1 hypothetical protein Av05_00114 [Escherichia phage Av-05]	False	0.602	126.0	2.043e-32			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	4	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_4	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	4	1329	1517	1	E																		0								2	3	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_5	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	5	1995	2222	1	C		koe:A225_R1p0300  hypothetical protein	False	0.585	85.0	1.674e-18	YP_001742057.1	YP_001742057.1 hypothetical protein VIP0020 [Salmonella phage Vi II-E1]	False	0.428	62.0	5.564e-12						0								1	3	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_6	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	6	2219	2863	1	E																		0								1	3	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_7	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	7	2864	3187	1	E							YP_004327357.1	YP_004327357.1 hypothetical protein ErPhphiEt88_gp54 [Erwinia phage phiEt88]	False	0.502	79.0	1.986e-17						0								2	3	False	F
plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2_8	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	plasmid__NZ_CP034040_1_Klebsiella_pneumoniae_subsp__pneumoniae_strain_CRK0298_plasmid_p1__complete_sequence_8534_12207_3__full-cat_2	8	3253	3666	1	C		setc:CFSAN001921_15740  hypothetical protein	False	0.726	96.0	3.621e-21	YP_007011025.1	YP_007011025.1 putative Eaa protein [Salmonella phage SPN3UB]	False	0.909	92.0	3.812e-21						0								1	5	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_1	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	1	1	213	1	E																		0								2	5	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	2	210	398	1	E																		0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_3	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	3	610	873	1	E																		0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_4	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	4	876	1103	1	C		koe:A225_R1p0300  hypothetical protein	False	0.615	91.0	2.704e-20	YP_009617911.1	YP_009617911.1 hypothetical protein SP069_00410 [Salmonella phage SP069]	False	0.45	60.0	3.752e-11						0								1	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_5	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	5	1100	1744	1	E																		0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_6	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	6	1745	2068	1	E							YP_004327357.1	YP_004327357.1 hypothetical protein ErPhphiEt88_gp54 [Erwinia phage phiEt88]	False	0.504	80.0	1.447e-17						0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_7	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	7	2160	2546	1	C		setc:CFSAN001921_15740  hypothetical protein	False	0.726	96.0	2.51e-21	YP_007011025.1	YP_007011025.1 putative Eaa protein [Salmonella phage SPN3UB]	False	0.909	92.0	2.657e-21						0								1	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_8	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	8	2873	3088	1	E																		0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_9	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	9	3135	3638	1	E																		0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_10	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	10	3663	4184	1	C		set:SEN1961  phage protein	False	0.701	241.0	1.29e-70	NP_700406.1	NP_700406.1 hypothetical protein sb33 [Salmonella phage ST64B]	False	0.689	236.0	1.365e-70	Protein of unknown function DUF262 [PF03235.14]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_11	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	11	4181	4591	1	C		kpr:KPR_3462  hypothetical protein	False	0.317	62.0	3.566e-09	YP_009702208.1	YP_009702208.1 hypothetical protein [Pectinobacterium phage PEAT2]	False	0.328	71.0	6.351e-14						0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_12	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	12	4591	4803	1	C		ecf:ECH74115_3570  hypothetical protein	False	0.529	69.0	8.212e-13	YP_512307.1	YP_512307.1 hypothetical protein PhiV10p52 [Escherichia phage phiV10]	False	0.534	70.0	1.045e-14			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_13	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	13	5331	5666	1	C		koe:A225_R1p0305  hypothetical protein	False	0.802	118.0	4.672e-29	YP_006906744.1	YP_006906744.1 hypothetical protein SSU5_112 [Salmonella phage SSU5]	False	0.559	80.0	1.713e-17						0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_14	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	14	5935	6486	1	C		ses:SARI_02680  hypothetical protein	False	0.489	96.0	3.727e-20	YP_009624944.1	YP_009624944.1 conserved protein of unknown function [Escherichia phage RCS47]	False	0.529	75.0	1.286e-14						0								2	3	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_15	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	15	6483	7166	1	C		kpo:KPN2242_04980  hypothetical protein	False	0.496	155.0	7.662999999999999e-40	YP_009187825.1	YP_009187825.1 hypothetical protein KB57_212 [Klebsiella phage vB_KpnM_KB57]	False	0.935	102.0	1.85e-23	Protein of unknown function (DUF551) [PF04448.12]					0								1	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_16	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	16	7169	7363	1	C		kpo:KPN2242_04985  hypothetical protein	False	0.845	113.0	3.03e-28												0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_17	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	17	7665	7871	1	E																		0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_18	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	18	7955	8227	1	E							YP_009101012.1	YP_009101012.1 hypothetical protein [Escherichia phage ECML-117]	False	0.452	76.0	1.193e-16						0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_19	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	19	8276	8452	1	E																		0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_20	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	20	8508	8795	1	C		sty:HCM1.25c  hypothetical protein	False	0.617	117.0	3.063e-29												0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_21	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	21	9414	9653	1	C		psz:PSTAB_3441  hypothetical protein	False	0.535	77.0	2.185e-15							Putative inner membrane protein (DUF1819) [PF08849.11]					0								2	4	False	F
plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2_22	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	plasmid__NZ_CP034046_1_Klebsiella_pneumoniae_strain_KP_NORM_BLD_2014_104014_plasmid_unnamed1__complete_sequence_141964_155544_16__full_1-cat_2	22	9841	10167	-1	C		shp:Sput200_0751  integron integrase	False	0.806	171.0	1.1729999999999998e-47	YP_009199114.1	YP_009199114.1 putative recombinase XerD [Brevibacillus phage Jenst]	False	0.538	62.0	2.27e-11	Phage integrase family [PF00589.22]					0								2	5	False	F
